event_name,event_date,fighter_red,fighter_blue,red_open,blue_open,red_close_low,red_close_high,blue_close_low,blue_close_high,red_open_decimal,blue_open_decimal,red_bfo_url,blue_bfo_url,bfo_event_date,bfo_event_url,match_status
UFC 187: Johnson vs Cormier,,Dong Hyun Kim,Joshua Burkman,,,,,,,,,https://www.bestfightodds.com/fighters/Dong-Hyun-Kim-612,https://www.bestfightodds.com/fighters/Josh-Burkman-211,,,no_match
UFC 187: Johnson vs Cormier,2015-05-23,Rafael Natal,Uriah Hall,+160,-210,+335,+335,-400,-400,2.6,1.4761904761904763,https://www.bestfightodds.com/fighters/Rafael-Natal-1864,https://www.bestfightodds.com/fighters/Uriah-Hall-4184,2015-05-23,,matched
UFC 187: Johnson vs Cormier,2015-05-23,Colby Covington,Mike Pyle,-215,+165,-300,-300,+265,+265,1.4651162790697674,2.65,https://www.bestfightodds.com/fighters/Colby-Covington-5049,https://www.bestfightodds.com/fighters/Mike-Pyle-343,2015-05-23,,matched
UFC 187: Johnson vs Cormier,2015-05-23,Islam Makhachev,Leo Kuntz,-300,+220,-475,-475,+400,+400,1.3333333333333333,3.2,https://www.bestfightodds.com/fighters/Islam-Makhachev-5541,https://www.bestfightodds.com/fighters/Leo-Kuntz-5542,2015-05-23,,matched
UFC 187: Johnson vs Cormier,2015-05-23,Justin Scoggins,Josh Sampo,-305,+225,-470,-470,+400,+400,1.3278688524590163,3.25,https://www.bestfightodds.com/fighters/Justin-Scoggins-4555,https://www.bestfightodds.com/fighters/Josh-Sampo-3544,2015-05-23,,matched
UFC Fight Night: Edgar vs Faber,2015-05-16,Frankie Edgar,Urijah Faber,-380,+260,-550,-550,+425,+425,1.263157894736842,3.6,https://www.bestfightodds.com/fighters/Frankie-Edgar-54,https://www.bestfightodds.com/fighters/Urijah-Faber-386,2015-05-16,,matched
UFC Fight Night: Edgar vs Faber,,Gegard Mousasi,Constantinos Philippou,,,,,,,,,https://www.bestfightodds.com/fighters/Gegard-Mousasi-643,https://www.bestfightodds.com/fighters/Constantinos-Philippou-3692,,,no_match
UFC Fight Night: Edgar vs Faber,2015-05-16,Mark Munoz,Luke Barnatt,-115,-125,+120,+120,-135,-135,1.8695652173913042,1.8,https://www.bestfightodds.com/fighters/Mark-Munoz-663,https://www.bestfightodds.com/fighters/Luke-Barnatt-3216,2015-05-16,,matched
UFC Fight Night: Edgar vs Faber,2015-05-16,Neil Magny,Hyun Gyu Lim,+110,-150,-125,-125,+105,+105,2.1,1.6666666666666665,https://www.bestfightodds.com/fighters/Neil-Magny-3807,https://www.bestfightodds.com/fighters/Hyun-Gyu-Lim-3565,2015-05-16,,matched
UFC Fight Night: Edgar vs Faber,2015-05-16,Phillipe Nover,Yui Chul Nam,+150,-190,+135,+135,-150,-150,2.5,1.526315789473684,https://www.bestfightodds.com/fighters/Phillipe-Nover-985,https://www.bestfightodds.com/fighters/Yui-Chul-Nam-4649,2015-05-16,,matched
UFC Fight Night: Edgar vs Faber,2015-05-16,Levan Makashvili,Mark Eddiva,-350,+250,-380,-380,+320,+320,1.2857142857142856,3.5,https://www.bestfightodds.com/fighters/Levan-Makashvili-5499,https://www.bestfightodds.com/fighters/Mark-Eddiva-4705,2015-05-16,,matched
UFC Fight Night: Edgar vs Faber,2015-05-16,Jon Tuck,Tae Hyun Bang,-160,+120,-220,-220,+190,+190,1.625,2.2,https://www.bestfightodds.com/fighters/Jon-Tuck-3564,https://www.bestfightodds.com/fighters/Tae-Hyun-Bang-4584,2015-05-16,,matched
UFC Fight Night: Edgar vs Faber,,Kajan Johnson,Zhang Lipeng,,,,,,,,,https://www.bestfightodds.com/fighters/Kajan-Johnson-2184,https://www.bestfightodds.com/fighters/Zhang-Lipeng-4698,,,no_match
UFC Fight Night: Edgar vs Faber,2015-05-16,Li Jingliang,Dhiego Lima,+155,-195,+130,+130,-140,-140,2.55,1.5128205128205128,https://www.bestfightodds.com/fighters/Li-Jingliang-5510,https://www.bestfightodds.com/fighters/Dhiego-Lima-2200,2015-05-16,,matched
UFC Fight Night: Edgar vs Faber,,Guangyou Ning,Royston Wee,,,,,,,,,https://www.bestfightodds.com/fighters/Ning-Guangyou-4699,https://www.bestfightodds.com/fighters/Royston-Wee-4565,,,no_match
UFC Fight Night: Edgar vs Faber,,Jon Delos Reyes,Roldan Sangcha'an,,,,,,,,,https://www.bestfightodds.com/fighters/Jon-Delos-Reyes-4562,https://www.bestfightodds.com/fighters/Roldan-Sangcha-An-3380,,,no_match
UFC Fight Night: Edgar vs Faber,,Yao Zhikui,Nolan Ticman,,,,,,,,,https://www.bestfightodds.com/fighters/Yao-Zhikui-5051,https://www.bestfightodds.com/fighters/Nolan-Ticman-5060,,,no_match
UFC Fight Night: Miocic vs Hunt,2015-05-09,Stipe Miocic,Mark Hunt,-160,+120,-235,-235,+220,+220,1.625,2.2,https://www.bestfightodds.com/fighters/Stipe-Miocic-1869,https://www.bestfightodds.com/fighters/Mark-Hunt-810,2015-05-09,,matched
UFC Fight Night: Miocic vs Hunt,2015-05-09,Robert Whittaker,Brad Tavares,+175,-245,+118,+118,-135,-135,2.75,1.4081632653061225,https://www.bestfightodds.com/fighters/Robert-Whittaker-3761,https://www.bestfightodds.com/fighters/Brad-Tavares-1959,2015-05-09,,matched
UFC Fight Night: Miocic vs Hunt,2015-05-09,Sean O'Connell,Anthony Perosh,-150,+110,+123,+123,-130,-130,1.6666666666666665,2.1,https://www.bestfightodds.com/fighters/Sean-O-Connell-4635,https://www.bestfightodds.com/fighters/Anthony-Perosh-1751,2015-05-09,,matched
UFC Fight Night: Miocic vs Hunt,2015-05-09,James Vick,Jake Matthews,+150,-190,+165,+165,-185,-185,2.5,1.526315789473684,https://www.bestfightodds.com/fighters/James-Vick-3316,https://www.bestfightodds.com/fighters/Jake-Matthews-4978,2015-05-09,,matched
UFC Fight Night: Miocic vs Hunt,,Dan Hooker,Hatsu Hioki,,,,,,,,,https://www.bestfightodds.com/fighters/Dan-Hooker-6767,https://www.bestfightodds.com/fighters/Hatsu-Hioki-1147,,,no_match
UFC Fight Night: Miocic vs Hunt,2015-05-09,Kyle Noke,Jonavin Webb,-110,-130,-110,-110,-110,-110,1.9090909090909092,1.7692307692307692,https://www.bestfightodds.com/fighters/Kyle-Noke-344,https://www.bestfightodds.com/fighters/Jonavin-Webb-5597,2015-05-09,,matched
UFC Fight Night: Miocic vs Hunt,2015-05-09,Sam Alvey,Daniel Kelly,-290,+210,-360,-360,+310,+310,1.3448275862068966,3.1,https://www.bestfightodds.com/fighters/Sam-Alvey-2496,https://www.bestfightodds.com/fighters/Daniel-Kelly-5236,2015-05-09,,matched
UFC Fight Night: Miocic vs Hunt,2015-05-09,Bec Rawlings,Lisa Ellis,-260,+180,-215,-215,+185,+185,1.3846153846153846,2.8,https://www.bestfightodds.com/fighters/Bec-Rawlings-5351,https://www.bestfightodds.com/fighters/Lisa-Ellis-3306,2015-05-09,,matched
UFC Fight Night: Miocic vs Hunt,2015-05-09,Brad Scott,Dylan Andrews,-110,-130,+110,+110,-120,-120,1.9090909090909092,1.7692307692307692,https://www.bestfightodds.com/fighters/Brad-Scott-3760,https://www.bestfightodds.com/fighters/Dylan-Andrews-4065,2015-05-09,,matched
UFC Fight Night: Miocic vs Hunt,2015-05-09,Alex Chambers,Kailin Curran,+160,-210,+210,+210,-240,-240,2.6,1.4761904761904763,https://www.bestfightodds.com/fighters/Alex-Chambers-5349,https://www.bestfightodds.com/fighters/Kailin-Curran-5230,2015-05-09,,matched
UFC Fight Night: Miocic vs Hunt,2015-05-09,Brendan O'Reilly,Vik Grujic,+110,-150,+120,+120,-135,-135,2.1,1.6666666666666665,https://www.bestfightodds.com/fighters/Brendan-O-Reilly-5046,https://www.bestfightodds.com/fighters/Vik-Grujic-4843,2015-05-09,,matched
UFC Fight Night: Miocic vs Hunt,2015-05-09,Ben Nguyen,Alptekin Ozkilic,+190,-270,+190,+190,-220,-220,2.9,1.3703703703703702,https://www.bestfightodds.com/fighters/Ben-Nguyen-1054,https://www.bestfightodds.com/fighters/Alptekin-Ozkilic-4166,2015-05-09,,matched
UFC 186: Johnson vs Horiguchi,2015-04-25,Demetrious Johnson,Kyoji Horiguchi,-505,+335,-800,-800,+640,+640,1.198019801980198,4.35,https://www.bestfightodds.com/fighters/Demetrious-Johnson-1773,https://www.bestfightodds.com/fighters/Kyoji-Horiguchi-4642,2015-04-25,,matched
UFC 186: Johnson vs Horiguchi,2015-04-25,Quinton Jackson,Fabio Maldonado,-315,+235,-170,-170,+150,+150,1.3174603174603174,3.35,https://www.bestfightodds.com/fighters/Quinton-Jackson-57,https://www.bestfightodds.com/fighters/Fabio-Maldonado-1479,2015-04-25,,matched
UFC 186: Johnson vs Horiguchi,,Michael Bisping,CB Dollaway,,,,,,,,,https://www.bestfightodds.com/fighters/Michael-Bisping-61,https://www.bestfightodds.com/fighters/C-B-Dollaway-307,,,no_match
UFC 186: Johnson vs Horiguchi,2015-04-25,John Makdessi,Shane Campbell,-185,+145,-110,-110,-110,-110,1.5405405405405406,2.45,https://www.bestfightodds.com/fighters/John-Makdessi-2163,https://www.bestfightodds.com/fighters/Shane-Campbell-5168,2015-04-25,,matched
UFC 186: Johnson vs Horiguchi,2015-04-25,Thomas Almeida,Yves Jabouin,-505,+335,-400,-400,+335,+335,1.198019801980198,4.35,https://www.bestfightodds.com/fighters/Thomas-Almeida-4574,https://www.bestfightodds.com/fighters/Yves-Jabouin-1465,2015-04-25,,matched
UFC 186: Johnson vs Horiguchi,2015-04-25,Patrick Cote,Joe Riggs,-190,+150,-250,-250,+220,+220,1.526315789473684,2.5,https://www.bestfightodds.com/fighters/Patrick-Cote-121,https://www.bestfightodds.com/fighters/Joe-Riggs-281,2015-04-25,,matched
UFC 186: Johnson vs Horiguchi,2015-04-25,Alexis Davis,Sarah Kaufman,+175,-245,+180,+180,-210,-210,2.75,1.4081632653061225,https://www.bestfightodds.com/fighters/Alexis-Davis-2693,https://www.bestfightodds.com/fighters/Sarah-Kaufman-1228,2015-04-25,,matched
UFC 186: Johnson vs Horiguchi,2015-04-25,Chad Laprise,Bryan Barberena,-350,+250,-400,-400,+335,+335,1.2857142857142856,3.5,https://www.bestfightodds.com/fighters/Chad-Laprise-3267,https://www.bestfightodds.com/fighters/Bryan-Barberena-4982,2015-04-25,,matched
UFC 186: Johnson vs Horiguchi,2015-04-25,Olivier Aubin-Mercier,David Michaud,-380,+260,-330,-330,+280,+280,1.263157894736842,3.6,https://www.bestfightodds.com/fighters/Olivier-Aubin-Mercier-4841,https://www.bestfightodds.com/fighters/David-Michaud-4906,2015-04-25,,matched
UFC 186: Johnson vs Horiguchi,2015-04-25,Nordine Taleb,Chris Clements,-215,+165,-205,-205,+175,+175,1.4651162790697674,2.65,https://www.bestfightodds.com/fighters/Nordine-Taleb-3262,https://www.bestfightodds.com/fighters/Chris-Clements-3091,2015-04-25,,matched
UFC 186: Johnson vs Horiguchi,2015-04-25,Valerie Letourneau,Jessica Rakoczy,-215,+165,-120,-120,+105,+105,1.4651162790697674,2.65,https://www.bestfightodds.com/fighters/Valerie-Letourneau-4946,https://www.bestfightodds.com/fighters/Jessica-Rakoczy-1817,2015-04-25,,matched
UFC 186: Johnson vs Horiguchi,2015-04-25,Randa Markos,Aisling Daly,-300,+220,-275,-275,+240,+240,1.3333333333333333,3.2,https://www.bestfightodds.com/fighters/Randa-Markos-5387,https://www.bestfightodds.com/fighters/Aisling-Daly-2005,2015-04-25,,matched
UFC on FOX: Machida vs Rockhold,2015-04-18,Luke Rockhold,Lyoto Machida,-140,+100,-145,-145,+130,+130,1.7142857142857144,2.0,https://www.bestfightodds.com/fighters/Luke-Rockhold-928,https://www.bestfightodds.com/fighters/Lyoto-Machida-161,2015-04-18,,matched
UFC on FOX: Machida vs Rockhold,,Jacare Souza,Chris Camozzi,,,,,,,,,https://www.bestfightodds.com/fighters/Alfredo-Souza-13427,https://www.bestfightodds.com/fighters/Chris-Camozzi-1962,,,no_match
UFC on FOX: Machida vs Rockhold,2015-04-18,Max Holloway,Cub Swanson,+150,-190,+140,+140,-155,-155,2.5,1.526315789473684,https://www.bestfightodds.com/fighters/Max-Holloway-3090,https://www.bestfightodds.com/fighters/Cub-Swanson-387,2015-04-18,,matched
UFC on FOX: Machida vs Rockhold,2015-04-18,Paige VanZant,Felice Herrig,-175,+135,-120,-120,+110,+110,1.5714285714285714,2.35,https://www.bestfightodds.com/fighters/Paige-Vanzant-3804,https://www.bestfightodds.com/fighters/Felice-Herrig-1763,2015-04-18,,matched
UFC on FOX: Machida vs Rockhold,2015-04-18,Beneil Dariush,Jim Miller,-140,+100,-165,-165,+150,+150,1.7142857142857144,2.0,https://www.bestfightodds.com/fighters/Beneil-Dariush-4633,https://www.bestfightodds.com/fighters/Jim-Miller-265,2015-04-18,,matched
UFC on FOX: Machida vs Rockhold,,Ovince Saint Preux,Patrick Cummins,,,,,,,,,https://www.bestfightodds.com/fighters/Ovince-St-Preux-1788,https://www.bestfightodds.com/fighters/Patrick-Cummins-2205,,,no_match
UFC on FOX: Machida vs Rockhold,2015-04-18,Gian Villante,Corey Anderson,+170,-230,+330,+330,-400,-400,2.7,1.434782608695652,https://www.bestfightodds.com/fighters/Gian-Villante-2273,https://www.bestfightodds.com/fighters/Corey-Anderson-5008,2015-04-18,,matched
UFC on FOX: Machida vs Rockhold,2015-04-18,Aljamain Sterling,Takeya Mizugaki,-210,+160,-345,-345,+290,+290,1.4761904761904763,2.6,https://www.bestfightodds.com/fighters/Aljamain-Sterling-4688,https://www.bestfightodds.com/fighters/Takeya-Mizugaki-1129,2015-04-18,,matched
UFC on FOX: Machida vs Rockhold,2015-04-18,Tim Means,George Sullivan,-155,+115,-150,-150,+135,+135,1.6451612903225805,2.15,https://www.bestfightodds.com/fighters/Tim-Means-3125,https://www.bestfightodds.com/fighters/George-Sullivan-4660,2015-04-18,,matched
UFC on FOX: Machida vs Rockhold,2015-04-18,Diego Brandao,Jimy Hettes,-170,+130,-135,-135,+120,+120,1.5882352941176472,2.3,https://www.bestfightodds.com/fighters/Diego-Brandao-3052,https://www.bestfightodds.com/fighters/Jimy-Hettes-2705,2015-04-18,,matched
UFC on FOX: Machida vs Rockhold,2015-04-18,Chris Dempsey,Eddie Gordon,+260,-380,+310,+310,-370,-370,3.6,1.263157894736842,https://www.bestfightodds.com/fighters/Chris-Dempsey-5015,https://www.bestfightodds.com/fighters/Eddie-Gordon-5009,2015-04-18,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Mirko Filipovic,Gabriel Gonzaga,+115,-155,+180,+180,-205,-205,2.15,1.6451612903225805,https://www.bestfightodds.com/fighters/Mirko-Filipovic-59,https://www.bestfightodds.com/fighters/Gabriel-Gonzaga-78,2015-04-11,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2018-03-17,Jimi Manuwa,Jan Blachowicz,-210,+160,-150,-150,+143,+143,1.4761904761904763,2.6,https://www.bestfightodds.com/fighters/Jimi-Manuwa-3074,https://www.bestfightodds.com/fighters/Jan-Blachowicz-2371,2018-03-17,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Pawel Pawlak,Sheldon Westcott,+120,-160,+190,+190,-205,-205,2.2,1.625,https://www.bestfightodds.com/fighters/Pawel-Pawlak-4818,https://www.bestfightodds.com/fighters/Sheldon-Westcott-2277,2015-04-11,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2024-03-09,Maryna Moroz,Joanne Wood,-162,+136,-218,-218,+195,+195,1.617283950617284,2.3600000000000003,https://www.bestfightodds.com/fighters/Maryna-Moroz-5527,https://www.bestfightodds.com/fighters/Joanne-Wood-12845,2024-03-09,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Leon Edwards,Seth Baczynski,-130,-110,-170,-170,+150,+150,1.7692307692307692,1.9090909090909092,https://www.bestfightodds.com/fighters/Leon-Edwards-4608,https://www.bestfightodds.com/fighters/Seth-Baczynski-1960,2015-04-11,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Bartosz Fabinski,Garreth McLellan,-155,+115,-135,-135,+119,+119,1.6451612903225805,2.15,https://www.bestfightodds.com/fighters/Bartosz-Fabinski-5555,https://www.bestfightodds.com/fighters/Garreth-McLellan-5472,2015-04-11,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Sergio Moraes,Mickael Lebout,-350,+250,-480,-480,+425,+425,1.2857142857142856,3.5,https://www.bestfightodds.com/fighters/Sergio-Moraes-707,https://www.bestfightodds.com/fighters/Mickael-Lebout-5590,2015-04-11,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Yaotzin Meza,Damian Stasiak,+100,-140,+120,+120,-135,-135,2.0,1.7142857142857144,https://www.bestfightodds.com/fighters/Yaotzin-Meza-3775,https://www.bestfightodds.com/fighters/Damian-Stasiak-5593,2015-04-11,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Anthony Hamilton,Daniel Omielanczuk,+100,-140,+132,+132,-135,-135,2.0,1.7142857142857144,https://www.bestfightodds.com/fighters/Anthony-Hamilton-3127,https://www.bestfightodds.com/fighters/Daniel-Omielanczuk-4266,2015-04-11,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Aleksandra Albu,Izabela Badurek,-125,-115,-220,-220,+185,+185,1.8,1.8695652173913042,https://www.bestfightodds.com/fighters/Aleksandra-Albu-5539,https://www.bestfightodds.com/fighters/Izabela-Badurek-5540,2015-04-11,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Stevie Ray,Marcin Bandel,-190,+150,-155,-155,+137,+137,1.526315789473684,2.5,https://www.bestfightodds.com/fighters/Stevie-Ray-3968,https://www.bestfightodds.com/fighters/Marcin-Bandel-5061,2015-04-11,,matched
UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,Taylor Lapilus,Rocky Lee,-215,+165,-150,-150,+133,+133,1.4651162790697674,2.65,https://www.bestfightodds.com/fighters/Taylor-Lapilus-5164,https://www.bestfightodds.com/fighters/Rocky-Lee-5528,2015-04-11,,matched
UFC Fight Night: Mendes vs Lamas,2015-04-04,Chad Mendes,Ricardo Lamas,-400,+280,-460,-460,+375,+375,1.25,3.8,https://www.bestfightodds.com/fighters/Chad-Mendes-1049,https://www.bestfightodds.com/fighters/Ricardo-Lamas-1130,2015-04-04,,matched
UFC Fight Night: Mendes vs Lamas,2015-04-04,Al Iaquinta,Jorge Masvidal,+150,-190,-110,-110,-110,-110,2.5,1.526315789473684,https://www.bestfightodds.com/fighters/Al-Iaquinta-3221,https://www.bestfightodds.com/fighters/Jorge-Masvidal-99,2015-04-04,,matched
UFC Fight Night: Mendes vs Lamas,2015-04-04,Michael Chiesa,Mitch Clarke,-350,+250,-400,-400,+335,+335,1.2857142857142856,3.5,https://www.bestfightodds.com/fighters/Michael-Chiesa-3317,https://www.bestfightodds.com/fighters/Mitch-Clarke-2955,2015-04-04,,matched
UFC Fight Night: Mendes vs Lamas,2015-04-04,Julianna Pena,Milana Dudieva,-305,+225,-400,-400,+340,+340,1.3278688524590163,3.25,https://www.bestfightodds.com/fighters/Julianna-Pena-1816,https://www.bestfightodds.com/fighters/Milana-Dudieva-4945,2015-04-04,,matched
UFC Fight Night: Mendes vs Lamas,,Clay Guida,Robert Peralta,,,,,,,,,https://www.bestfightodds.com/fighters/Clay-Guida-23,https://www.bestfightodds.com/fighters/Robert-Peralta-2405,,,no_match
UFC Fight Night: Mendes vs Lamas,2015-04-04,Dustin Poirier,Diego Ferreira,-150,+110,-148,-148,+130,+130,1.6666666666666665,2.1,https://www.bestfightodds.com/fighters/Dustin-Poirier-2034,https://www.bestfightodds.com/fighters/Diego-Ferreira-5180,2015-04-04,,matched
UFC Fight Night: Mendes vs Lamas,2015-04-04,Liz Carmouche,Lauren Murphy,-155,+115,+100,+100,-120,-120,1.6451612903225805,2.15,https://www.bestfightodds.com/fighters/Liz-Carmouche-2047,https://www.bestfightodds.com/fighters/Lauren-Murphy-4580,2015-04-04,,matched
UFC Fight Night: Mendes vs Lamas,2015-04-04,Alexander Yakovlev,Gray Maynard,+130,-170,-140,-140,+124,+124,2.3,1.5882352941176472,https://www.bestfightodds.com/fighters/Alexander-Yakovlev-2434,https://www.bestfightodds.com/fighters/Gray-Maynard-72,2015-04-04,,matched
UFC Fight Night: Mendes vs Lamas,,Timothy Johnson,Shamil Abdurakhimov,,,,,,,,,https://www.bestfightodds.com/fighters/Timothy-Johnson-5459,https://www.bestfightodds.com/fighters/Shamil-Abdurakhimov-6102,,,no_match
UFC Fight Night: Mendes vs Lamas,2015-04-04,Ron Stallings,Justin Jones,+130,-170,+160,+160,-185,-185,2.3,1.5882352941176472,https://www.bestfightodds.com/fighters/Ron-Stallings-2593,https://www.bestfightodds.com/fighters/Justin-Jones-4930,2015-04-04,,matched
UFC Fight Night: Maia vs LaFlare,2015-03-21,Demian Maia,Ryan LaFlare,-115,-125,-105,-105,-115,-115,1.8695652173913042,1.8,https://www.bestfightodds.com/fighters/Demian-Maia-213,https://www.bestfightodds.com/fighters/Ryan-Laflare-2604,2015-03-21,,matched
UFC Fight Night: Maia vs LaFlare,2015-03-21,Erick Silva,Josh Koscheck,-405,+285,-450,-450,+365,+365,1.2469135802469136,3.85,https://www.bestfightodds.com/fighters/Erick-Silva-2556,https://www.bestfightodds.com/fighters/Josh-Koscheck-81,2015-03-21,,matched
UFC Fight Night: Maia vs LaFlare,,Leonardo Santos,Anthony Rocco Martin,,,,,,,,,https://www.bestfightodds.com/fighters/Leonardo-Santos-1213,https://www.bestfightodds.com/fighters/Anthony-Rocco-Martin-8769,,,no_match
UFC Fight Night: Maia vs LaFlare,2015-03-21,Amanda Nunes,Shayna Baszler,-280,+200,-660,-660,+525,+525,1.3571428571428572,3.0,https://www.bestfightodds.com/fighters/Amanda-Nunes-2225,https://www.bestfightodds.com/fighters/Shayna-Baszler-803,2015-03-21,,matched
UFC Fight Night: Maia vs LaFlare,2015-03-21,Gilbert Burns,Alex Oliveira,-475,+325,-750,-750,+550,+550,1.2105263157894737,4.25,https://www.bestfightodds.com/fighters/Gilbert-Burns-4747,https://www.bestfightodds.com/fighters/Alex-Oliveira-5547,2015-03-21,,matched
UFC Fight Night: Maia vs LaFlare,2015-03-21,Godofredo Pepey,Andre Fili,+200,-280,+265,+265,-315,-315,3.0,1.3571428571428572,https://www.bestfightodds.com/fighters/Godofredo-Pepey-4255,https://www.bestfightodds.com/fighters/Andre-Fili-4466,2015-03-21,,matched
UFC Fight Night: Maia vs LaFlare,2015-03-21,Francisco Trinaldo,Akbarh Arreola,-280,+200,-200,-200,+170,+170,1.3571428571428572,3.0,https://www.bestfightodds.com/fighters/Francisco-Trinaldo-3486,https://www.bestfightodds.com/fighters/Akbarh-Arreola-5019,2015-03-21,,matched
UFC Fight Night: Maia vs LaFlare,,Edimilson Souza,Katsunori Kikuno,,,,,,,,,https://www.bestfightodds.com/fighters/Edimilson-Souza-4322,https://www.bestfightodds.com/fighters/Katsunori-Kikuno-1357,,,no_match
UFC Fight Night: Maia vs LaFlare,2015-03-21,Leandro Silva,Drew Dober,-160,+120,-143,-143,+125,+125,1.625,2.2,https://www.bestfightodds.com/fighters/Leandro-Silva-1485,https://www.bestfightodds.com/fighters/Drew-Dober-1576,2015-03-21,,matched
UFC Fight Night: Maia vs LaFlare,2015-03-21,Leonardo Mafra,Cain Carrizosa,-150,+110,-170,-170,+150,+150,1.6666666666666665,2.1,https://www.bestfightodds.com/fighters/Leonardo-Mafra-5011,https://www.bestfightodds.com/fighters/Cain-Carrizosa-4401,2015-03-21,,matched
UFC Fight Night: Maia vs LaFlare,2015-03-21,Christos Giagos,Jorge de Oliveira,-190,+150,-190,-190,+175,+175,1.526315789473684,2.5,https://www.bestfightodds.com/fighters/Christos-Giagos-5071,https://www.bestfightodds.com/fighters/Jorge-de-Oliveira-5508,2015-03-21,,matched
UFC Fight Night: Maia vs LaFlare,2015-03-21,Fredy Serrano,Bentley Syler,+130,-170,-139,-139,+135,+135,2.3,1.5882352941176472,https://www.bestfightodds.com/fighters/Fredy-Serrano-5321,https://www.bestfightodds.com/fighters/Bentley-Syler-5320,2015-03-21,,matched
UFC 185: Pettis vs Dos Anjos,2015-03-14,Rafael Dos Anjos,Anthony Pettis,+250,-350,+405,+405,-450,-450,3.5,1.2857142857142856,https://www.bestfightodds.com/fighters/Rafael-Dos-Anjos-895,https://www.bestfightodds.com/fighters/Anthony-Pettis-1171,2015-03-14,,matched
UFC 185: Pettis vs Dos Anjos,2015-03-14,Joanna Jedrzejczyk,Carla Esparza,+145,-185,+140,+140,-155,-155,2.45,1.5405405405405406,https://www.bestfightodds.com/fighters/Joanna-Jedrzejczyk-4939,https://www.bestfightodds.com/fighters/Carla-Esparza-2043,2015-03-14,,matched
UFC 185: Pettis vs Dos Anjos,2015-03-14,Johny Hendricks,Matt Brown,-270,+190,-350,-350,+340,+340,1.3703703703703702,2.9,https://www.bestfightodds.com/fighters/Johny-Hendricks-813,https://www.bestfightodds.com/fighters/Matt-Brown-775,2015-03-14,,matched
UFC 185: Pettis vs Dos Anjos,2015-03-14,Alistair Overeem,Roy Nelson,-190,+150,-155,-155,+150,+150,1.526315789473684,2.5,https://www.bestfightodds.com/fighters/Alistair-Overeem-246,https://www.bestfightodds.com/fighters/Roy-Nelson-338,2015-03-14,,matched
UFC 185: Pettis vs Dos Anjos,2015-03-14,Henry Cejudo,Chris Cariaso,-475,+325,-750,-750,+600,+600,1.2105263157894737,4.25,https://www.bestfightodds.com/fighters/Henry-Cejudo-4438,https://www.bestfightodds.com/fighters/Chris-Cariaso-3001,2015-03-14,,matched
UFC 185: Pettis vs Dos Anjos,2015-03-14,Ross Pearson,Sam Stout,-210,+160,-370,-370,+330,+330,1.4761904761904763,2.6,https://www.bestfightodds.com/fighters/Ross-Pearson-1420,https://www.bestfightodds.com/fighters/Sam-Stout-1,2015-03-14,,matched
UFC 185: Pettis vs Dos Anjos,2015-03-14,Elias Theodorou,Roger Narvaez,-315,+235,-325,-325,+305,+305,1.3174603174603174,3.35,https://www.bestfightodds.com/fighters/Elias-Theodorou-3263,https://www.bestfightodds.com/fighters/Roger-Narvaez-4041,2015-03-14,,matched
UFC 185: Pettis vs Dos Anjos,2015-03-14,Beneil Dariush,Daron Cruickshank,+150,-190,+110,+110,-120,-120,2.5,1.526315789473684,https://www.bestfightodds.com/fighters/Beneil-Dariush-4633,https://www.bestfightodds.com/fighters/Daron-Cruickshank-1825,2015-03-14,,matched
UFC 185: Pettis vs Dos Anjos,2015-03-14,Jared Rosholt,Josh Copeland,-230,+170,-300,-300,+280,+280,1.434782608695652,2.7,https://www.bestfightodds.com/fighters/Jared-Rosholt-2554,https://www.bestfightodds.com/fighters/Josh-Copeland-5023,2015-03-14,,matched
UFC 185: Pettis vs Dos Anjos,2015-03-14,Ryan Benoit,Sergio Pettis,+305,-425,+540,+540,-660,-660,4.05,1.2352941176470589,https://www.bestfightodds.com/fighters/Ryan-Benoit-2355,https://www.bestfightodds.com/fighters/Sergio-Pettis-3647,2015-03-14,,matched
UFC 185: Pettis vs Dos Anjos,,Joe Duffy,Jake Lindsey,,,,,,,,,https://www.bestfightodds.com/fighters/Joe-Duffy-10118,https://www.bestfightodds.com/fighters/Jake-Lindsey-3340,,,no_match
UFC 185: Pettis vs Dos Anjos,2015-03-14,Germaine de Randamie,Larissa Pacheco,-110,-130,+115,+115,-125,-125,1.9090909090909092,1.7692307692307692,https://www.bestfightodds.com/fighters/Germaine-de-Randamie-2269,https://www.bestfightodds.com/fighters/Larissa-Pacheco-5473,2015-03-14,,matched
